Name,Height_cm,Height_ft,Weight_kg,Weight_lbs,Age_yrs,Position,Cleaned_Position,Team_Name,Team_URL
Roman Josi,185,6.069553805774278,91.171992,201,34,Defence,defence,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Jérémy Lauzon,185,6.069553805774278,92.532768,204,27,Defence,defence,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Jake Lucchini,183,6.003937007874016,81.64656,180,29,Centre,centre,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Jonathan Marchessault,175,5.741469816272966,78.925008,174,33,Left wing,leftwinger,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Matt Murray,185,6.069553805774278,83.91452,185,26,Goaltender,goaltender,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Michael McCarron,198,6.496062992125984,104.779752,231,29,Right wing,rightwinger,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Tommy Novak,185,6.069553805774278,86.636072,191,27,Centre,centre,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Gustav Nyquist,180,5.905511811023622,81.64656,180,35,Forward,forward,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Ryan O'Reilly,185,6.069553805774278,97.975872,216,33,Centre,centre,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Juuse Saros,180,5.905511811023622,81.64656,180,29,Goaltender,goaltender,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Luke Schenn,188,6.167979002624672,103.872568,229,34,Defence,defence,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Colton Sissons,185,6.069553805774278,90.7184,200,30,Centre,centre,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Brady Skjei,191,6.266404199475065,95.25431999999999,210,30,Defense,defence,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Cole Smith,191,6.266404199475065,89.357624,197,28,Left wing,leftwinger,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Steven Stamkos,185,6.069553805774278,87.996848,194,34,Forward,forward,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Scott Wedgewood,188,6.167979002624672,88.45044,195,32,Goaltender,goaltender,Nashville_Predators,https://en.wikipedia.org/wiki/Template:Nashville_Predators_roster
Nikita Alexandrov,185,6.069553805774278,79.83219199999999,176,23,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Jordan Binnington,185,6.069553805774278,78.925008,174,31,Goaltender,goaltender,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Philip Broberg,193,6.332020997375328,96.161504,212,23,Defence,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Pavel Buchnevich,191,6.266404199475065,87.543256,193,29,Forward,forward,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Radek Faksa,191,6.266404199475065,96.615096,213,30,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Justin Faulk,183,6.003937007874016,98.429464,217,32,Defense,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Dylan Holloway,185,6.069553805774278,93.439952,206,22,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Joel Hofer,196,6.430446194225722,81.192968,179,24,Goaltender,goaltender,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Mathieu Joseph,185,6.069553805774278,86.18248,190,27,Right wing,rightwinger,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Pierre-Olivier Joseph,188,6.167979002624672,83.91452,185,25,Defence,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Kasperi Kapanen,185,6.069553805774278,87.996848,194,28,Right wing,rightwinger,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Torey Krug,175,5.741469816272966,83.91452,185,33,Defense,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Jordan Kyrou,185,6.069553805774278,88.904032,196,26,Forward,forward,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Nick Leddy,183,6.003937007874016,86.636072,191,33,Defense,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Jake Neighbours,180,5.905511811023622,88.45044,195,22,Left Wing,leftwinger,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Colton Parayko,198,6.496062992125984,104.32616,230,31,Defence,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Scott Perunovich,178,5.83989501312336,78.017824,172,26,Defence,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Brandon Saad,185,6.069553805774278,91.625584,202,31,Left Wing,leftwinger,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Brayden Schenn,185,6.069553805774278,86.18248,190,33,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Oskar Sundqvist,191,6.266404199475065,94.80072799999999,209,30,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Ryan Suter,188,6.167979002624672,93.439952,206,39,Defense,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Alexandre Texier,185,6.069553805774278,87.089664,192,24,Forward,forward,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Robert Thomas,183,6.003937007874016,98.883056,218,25,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Alexey Toropchenko,198,6.496062992125984,100.697424,222,25,Right Wing,rightwinger,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Tyler Tucker,188,6.167979002624672,92.98636,205,24,Defence,defence,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Nathan Walker,175,5.741469816272966,84.368112,186,30,Centre,centre,St._Louis_Blues,https://en.wikipedia.org/wiki/Template:St._Louis_Blues_roster
Andrew Agozzino,178,5.83989501312336,84.821704,187,33,Left wing,leftwinger,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Nick Bjugstad,198,6.496062992125984,98.883056,218,32,Center,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Robert Bortuzzo,193,6.332020997375328,97.52228,215,35,Defence,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Michael Carcone,175,5.741469816272966,77.11064,170,28,Forward,forward,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Ian Cole,185,6.069553805774278,99.79024,220,35,Defense,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Kevin Connauton,188,6.167979002624672,92.98636,205,34,Defence,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Logan Cooley,178,5.83989501312336,78.925008,174,20,Center,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Lawson Crouse,193,6.332020997375328,97.52228,215,27,Left wing,leftwinger,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Josh Doan,185,6.069553805774278,83.91452,185,22,Right wing,rightwinger,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Sean Durzi,183,6.003937007874016,88.45044,195,25,Defence,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Dylan Guenther,188,6.167979002624672,81.64656,180,21,Right wing,rightwinger,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Barrett Hayton,185,6.069553805774278,86.18248,190,24,Centre,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Connor Ingram,188,6.167979002624672,85.275296,188,27,Goaltender,goaltender,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Clayton Keller,178,5.83989501312336,80.739376,178,26,Winger,winger,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Alexander Kerfoot,180,5.905511811023622,85.275296,188,30,Centre,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Michael Kesselring,196,6.430446194225722,99.79024,220,24,Defense,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Vladislav Kolyachonok,185,6.069553805774278,92.079176,203,23,Defense,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Matias Maccelli,180,5.905511811023622,74.84268,165,23,Winger,winger,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
John Marino,185,6.069553805774278,82.100152,181,27,Defense,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Jack McBain,193,6.332020997375328,96.161504,212,24,Centre,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Liam O'Brien,185,6.069553805774278,92.98636,205,30,Centre,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Mikhail Sergachev,191,6.266404199475065,98.429464,217,26,Defence,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Nick Schmaltz,183,6.003937007874016,79.83219199999999,176,28,Forward,forward,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Jaxson Stauber,191,6.266404199475065,78.925008,174,25,Goaltender,goaltender,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Kevin Stenlund,193,6.332020997375328,91.171992,201,27,Centre,centre,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Juuso Välimäki,188,6.167979002624672,92.98636,205,25,Defence,defence,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Karel Vejmelka,193,6.332020997375328,92.079176,203,28,Goaltender,goaltender,Utah_Hockey_Club,https://en.wikipedia.org/wiki/Template:Utah_Hockey_Club_roster
Jaret Anderson-Dolan,180,5.905511811023622,85.275296,188,25,Centre,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Mason Appleton,191,6.266404199475065,87.543256,193,28,Center,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Morgan Barron,193,6.332020997375328,99.79024,220,25,Forward,forward,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Dylan Coghlan,188,6.167979002624672,86.18248,190,26,Defence,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Eric Comrie,185,6.069553805774278,79.3786,175,29,Goaltender,goaltender,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Kyle Connor,185,6.069553805774278,80.28578399999999,177,27,Left wing,leftwinger,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Dylan DeMelo,185,6.069553805774278,88.45044,195,31,Defence,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Nikolaj Ehlers,183,6.003937007874016,78.017824,172,28,Left wing,leftwinger,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Haydn Fleury,193,6.332020997375328,94.347136,208,28,Defence,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Connor Hellebuyck,193,6.332020997375328,93.893544,207,31,Goaltender,goaltender,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Alex Iafallo,183,6.003937007874016,83.91452,185,30,Left wing,leftwinger,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Axel Jonsson-Fjällby,183,6.003937007874016,83.91452,185,26,Left wing,leftwinger,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Kaapo Kähkönen,188,6.167979002624672,98.429464,217,28,Goaltender,goaltender,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Rasmus Kupari,185,6.069553805774278,83.007336,183,24,Centre,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Adam Lowry,196,6.430446194225722,92.98636,205,31,Centre,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Colin Miller,185,6.069553805774278,88.904032,196,31,Defence,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Josh Morrissey,183,6.003937007874016,87.996848,194,29,Defence,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Vladislav Namestnikov,180,5.905511811023622,82.100152,181,31,Centre,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Nino Niederreiter,188,6.167979002624672,95.707912,211,32,Right wing,rightwinger,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Cole Perfetti,180,5.905511811023622,80.28578399999999,177,22,Centre,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Neal Pionk,183,6.003937007874016,84.368112,186,29,Defense,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Dylan Samberg,193,6.332020997375328,77.11064,170,25,Defense,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Mark Scheifele,191,6.266404199475065,93.893544,207,31,Centre,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Mason Shaw,178,5.83989501312336,83.460928,184,25,Center,centre,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Logan Stanley,201,6.594488188976378,102.0582,225,26,Defence,defence,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Gabe Vilardi,191,6.266404199475065,92.079176,203,25,Forward,forward,Winnipeg_Jets,https://en.wikipedia.org/wiki/Template:Winnipeg_Jets_roster
Drew Bavaro,188,6.167979002624672,89.811216,198,24,Defenseman,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
John Beecher,191,6.266404199475065,95.25431999999999,210,23,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Justin Brazeau,196,6.430446194225722,99.79024,220,26,Forward,forward,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Patrick Brown,185,6.069553805774278,95.25431999999999,210,32,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Brandon Bussi,196,6.430446194225722,94.80072799999999,209,26,Goaltender,goaltender,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Brandon Carlo,198,6.496062992125984,98.883056,218,27,Defense,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Charlie Coyle,191,6.266404199475065,99.79024,220,32,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Michael DiPietro,183,6.003937007874016,91.171992,201,25,Goaltender,goaltender,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
John Farinacci,180,5.905511811023622,83.91452,185,23,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Trent Frederic,191,6.266404199475065,99.79024,220,26,Forward,forward,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Morgan Geekie,191,6.266404199475065,87.089664,192,26,Centre,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Max Jones,188,6.167979002624672,92.079176,203,26,Left wing,leftwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Mark Kastelic,191,6.266404199475065,95.25431999999999,210,25,Centre,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Cole Koepke,185,6.069553805774278,88.904032,196,26,Left wing,leftwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Joonas Korpisalo,191,6.266404199475065,83.007336,183,30,Goaltender,goaltender,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Vinni Lettieri,180,5.905511811023622,88.45044,195,29,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Elias Lindholm,185,6.069553805774278,87.089664,192,29,Centre / Right Wing,centre/rightwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Hampus Lindholm,193,6.332020997375328,97.975872,216,30,Defense,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Mason Lohrei,193,6.332020997375328,94.80072799999999,209,23,Defence,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Fabian Lysell,180,5.905511811023622,83.91452,185,21,Winger/Center,centre/winger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Brad Marchand,175,5.741469816272966,82.553744,182,36,Left wing,leftwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Charlie McAvoy,185,6.069553805774278,94.80072799999999,209,26,Defense,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Marc McLaughlin,183,6.003937007874016,90.264808,199,25,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Georgii Merkulov,180,5.905511811023622,82.100152,181,23,Forward,forward,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Ian Mitchell,180,5.905511811023622,78.925008,174,25,Defence,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Jaxon Nelson,193,6.332020997375328,99.79024,220,24,Center,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
David Pastrňák,183,6.003937007874016,88.904032,196,28,Right wing,rightwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Andrew Peeke,191,6.266404199475065,89.811216,198,26,Defence,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Matt Poitras,180,5.905511811023622,78.017824,172,20,Centre,centre,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Riley Tufte,198,6.496062992125984,97.52228,215,26,Left wing,leftwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Parker Wotherspoon,185,6.069553805774278,86.18248,190,27,Defence,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Pavel Zacha,191,6.266404199475065,95.25431999999999,210,27,Centre / left wing,centre/leftwinger,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Nikita Zadorov,198,6.496062992125984,113.398,250,29,Defence,defence,Boston_Bruins,https://en.wikipedia.org/wiki/Template:Boston_Bruins_roster
Nicolas Aubé-Kubel,180,5.905511811023622,88.904032,196,28,Right wing,rightwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Zachary Benson,178,5.83989501312336,77.11064,170,19,Left wing,leftwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Jacob Bryson,175,5.741469816272966,79.3786,175,26,Defence,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Bowen Byram,185,6.069553805774278,86.18248,190,23,Defence,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Kale Clague,183,6.003937007874016,79.83219199999999,176,26,Defence,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Connor Clifton,180,5.905511811023622,79.3786,175,29,Defense,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Dylan Cozens,191,6.266404199475065,83.007336,183,23,Centre,centre,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Rasmus Dahlin,191,6.266404199475065,91.625584,202,24,Defence,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Dennis Gilbert,188,6.167979002624672,89.811216,198,27,Defense,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Jordan Greenway,198,6.496062992125984,103.872568,229,27,Left wing,leftwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Henri Jokiharju,183,6.003937007874016,90.264808,199,25,Defence,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Peyton Krebs,180,5.905511811023622,81.64656,180,23,Centre,centre,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Sam Lafferty,185,6.069553805774278,88.45044,195,29,Right wing,rightwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Ukko-Pekka Luukkonen,196,6.430446194225722,96.161504,212,25,Goaltender,goaltender,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Beck Malenstyn,191,6.266404199475065,90.7184,200,26,Left wing,leftwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Ryan McLeod,191,6.266404199475065,85.275296,188,24,Centre,centre,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
JJ Peterka,180,5.905511811023622,87.089664,192,22,Centre,centre,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Owen Power,198,6.496062992125984,100.243832,221,21,Defence,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Jack Quinn,183,6.003937007874016,83.91452,185,22,Right wing,rightwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
James Reimer,191,6.266404199475065,92.98636,205,36,Goaltender,goaltender,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Mattias Samuelsson,193,6.332020997375328,101.604608,224,24,Defense,defence,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Tage Thompson,198,6.496062992125984,99.79024,220,26,Center,centre,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Alex Tuch,193,6.332020997375328,99.79024,220,28,Right wing,rightwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Jason Zucker,180,5.905511811023622,84.821704,187,32,Left wing,leftwinger,Buffalo_Sabres,https://en.wikipedia.org/wiki/Template:Buffalo_Sabres_roster
Jack Campbell,191,6.266404199475065,90.7184,200,32,Goaltender,goaltender,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Ben Chiarot,191,6.266404199475065,106.140528,234,33,Defence,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Andrew Copp,185,6.069553805774278,92.98636,205,30,Center,centre,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Alex DeBrincat,173,5.675853018372703,81.64656,180,26,Winger,winger,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Simon Edvinsson,198,6.496062992125984,93.893544,207,21,Defence,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Christian Fischer,188,6.167979002624672,97.068688,214,27,Center / Right wing,centre/rightwinger,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Erik Gustafsson,183,6.003937007874016,89.357624,197,32,Defence,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Justin Holl,191,6.266404199475065,92.98636,205,32,Defense,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Ville Husso,191,6.266404199475065,92.98636,205,29,Goaltender,goaltender,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Patrick Kane,178,5.83989501312336,80.28578399999999,177,35,Right wing,rightwinger,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
William Lagesson,188,6.167979002624672,93.893544,207,28,Defence,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Dylan Larkin,185,6.069553805774278,86.18248,190,28,Center,centre,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Alex Lyon,185,6.069553805774278,90.7184,200,31,Goaltender,goaltender,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Olli Määttä,188,6.167979002624672,93.439952,206,30,Defence,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Tyler Motte,178,5.83989501312336,87.089664,192,29,Forward,forward,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Jeff Petry,191,6.266404199475065,94.347136,208,36,Defense,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Michael Rasmussen,198,6.496062992125984,103.872568,229,25,Centre,centre,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Lucas Raymond,180,5.905511811023622,85.275296,188,22,Left wing,leftwinger,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Moritz Seider,193,6.332020997375328,93.893544,207,23,Defence,defence,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Cam Talbot,193,6.332020997375328,88.904032,196,37,Goaltender,goaltender,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Vladimir Tarasenko,183,6.003937007874016,102.0582,225,32,Right wing,rightwinger,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
Joe Veleno,185,6.069553805774278,92.079176,203,24,Centre,centre,Detroit_Red_Wings,https://en.wikipedia.org/wiki/Template:Detroit_Red_Wings_roster
